Onderliggend
Obj-06425 - K0457 - K&L Schijnpoortweg Noordwest
Obj-06426 - K0463 - K&L Schijnpoortweg Zuidoost
Obj-02869 - K0467 - K&L leidingkoker Schijnpoortweg
Obj-02867 - K0592 - K&L Leidingkoker Turnhoutsebaan (LK 10)
Obj-06422 - L0343O - K&L Buitenring OKA - Schijnpoort
Obj-06423 - L0344W - K&L Binnenring OKA - Schijnpoort
Obj-07904 - L0426W - aansluitingen dienstbouwwerk Schijnpoort
Obj-06428 - L0460W - K&L Binnenring Schijnpoort - Turnhoutsebaan
Obj-06427 - L0461O - K&L Buitenring Schijnpoort - Turnhoutsebaan
Obj-04350 - L0465W - K&L Gasontspanstation Schijnpoortweg Fluvius (KW93)
Obj-06440 - L0589O - K&L Noordelijke toerit odg Turnhoutsebaan
Obj-06441 - L0609O - K&L Definitieve locatie kunstwerk THB
Obj-06442 - L0614O - K&L Voorbouwlocatie Turnhoutsebaan (zuidzijde)
Obj-05232 - Knoop Antwerpen Oost
Obj-02656 - Bestaande brug E313 over R1 richting R1 Zuid
Obj-01384 - Bestaande brug Turnhoutsebaan over R1
Obj-06221 - Dive under - afrit Schijnpoort
Obj-02533 - Afschermende constructies dive under
Obj-06791 - Architectonische randelementen Dive-under - afrit Schijnpoort
Obj-07957 - Betonnen U-bak boven leidingenkoker
Obj-06811 - Betonnen vloerplaat Dive under afrit Schijnpoort / Afrit E313
Obj-06782 - Betonnen wanden onderdoorgang Afrit Schijnpoort kruising Turnhoutsebaan
Obj-06790 - Cladding Dive Under Schijnpoort
Obj-06788 - Dakplaat onderdoorgang afrit Schijnpoort / Afrit E313 - R1 (MW41)
Obj-06783 - Dakplaat onderdoorgang Schijnpoort kruising Turnhoutsebaan
Obj-06813 - Damwanden U-bak afrit Schijnpoort / Afrit E313
Obj-06817 - Dwarse damwanden U-bak Midden (t.b.v. vloeistofkelder)
Obj-06816 - Dwarse damwanden U-bak Noord
Obj-06231 - Fauna passage onder Turnhoutsebaan
Obj-05967 - Grond- en waterkering onder Turnhoutsebaan ter grondkering voor MWJ1
Obj-05966 - Grond- en waterkering onder Turnhoutsebaan tussen MWF1 en MWJ1
Obj-07284 - Grondankers wanden dive under
Obj-05968 - Grondkerende constructie onder viaduct E34/E313-Zuid
Obj-06217 - Grondvernageling Landhoofd viaduct Turnhoutsebaan
Obj-06792 - Horizontale waterdichtingslaag in jet-grouting
Obj-02867 - K0592 - K&L Leidingkoker Turnhoutsebaan (LK 10)
Obj-06793 - Nieuwe pijler 1 viaduct Turnhoutsebaan
Obj-06812 - Onderwater beton dive-under afrit Schijnpoort / Afrit E313
Obj-06809 - Openbare verlichting dive-under
Obj-06789 - Paalfundering plaat U-bak afrit schijnpoort/ afrit E313
Obj-05077 - Scherm 15_T MWF1 Antwerpen Oost kruising 5.5
Obj-06802 - Secans palen wand (Martello-palen)
Obj-07912 - Tijdelijke camerabewaking Dive Under
Obj-07285 - Trekankers onderwaterbeton
Obj-02692 - Vloeistofkelder Turnhoutsebaan (OTHB)
Obj-06796 - Vlotplaten dive under afrit Schijnpoort / Afrit E313
Obj-07959 - Wandbekleding verticale betonnen voorzetpanelen
Obj-06229 - Grondkerende constructies westzijde knoop Antwerpen-Oost
Obj-05955 - Grondkerende constructie tussen MWH2 en MWQ1
Obj-05840 - Grondkerende constructie westzijde MWH2
Obj-06279 - Milieuschermen Knoop Antwerpen-Oost
Obj-06280 - Milieuscherm op Zuidzijde Kap hof ter Loo
Obj-05077 - Scherm 15_T MWF1 Antwerpen Oost kruising 5.5
Obj-03760 - Overkapping Hof ter Loo
Obj-06284 - Dak Hof ter Loo
Obj-07963 - Polderwand Oost - dwars viaduct verbindingsweg --vervallen dubbel met object 7960---
Obj-06243 - Wand Oost knoop Antwerpen Oost (4500)
Obj-06242 - Wand West knoop Antwerpen Oost
Obj-05098 - Vluchtvoorzieningen verdiepte ligging 15_T29 Zijberm MWF1 Antwerpen oost kruising
Obj-06210 - Kruispunt Schijnpoort - onderliggend wegennet R1-Oost
Obj-05499 - Bisschoppenhoflaan
Obj-02630 - VRI – Bisschoppenhoflaan – Aansluitingsweg MWY2
Obj-02631 - VRI – Bisschoppenhoflaan – Ten Eekhovelei MWY2
Obj-02658 - Fietsbrug en passerelle
Obj-06224 - Infrastructuur Fietspaden gebied Schijnpoortweg
Obj-05156 - N-WE-FP-46       Fietspad van N-WE-FP-47 naar bestaand fietspad Raoul Grégoirplein
Obj-05157 - N-WE-FP-47       Fietspad van N-WE-FP-50 naar bestaand FP Bisschoppenhoflaan
Obj-05158 - N-WE-FP-48       Fietspad van N-WE-FP-50 aansluitend op N-WE-FP-37
Obj-05159 - N-WE-FP-49       Fietspad van Verbindingsweg naar bestaand FP Bisschoppenhoflaan
Obj-05160 - N-WE-FP-50       Fietspad Schijnpoortweg Noord
Obj-05161 - N-WE-FP-51       Fietspad van N-WE-FP-50 naar Verbindingsweg
Obj-05162 - N-WE-FP-52       Fietspad Schijnpoortweg zuid
Obj-06226 - Kruising Schijnpoortweg - Slachthuislaan
Obj-06070 - Kruising Schijnpoortweg-Bisschoppenhoflaan
Obj-01242 - MWY2 - Schijnpoortweg
Obj-03745 - MWY3 - Schijnpoortweg
Obj-02694 - Riolering Schijnpoortweg
Obj-05228 - Schijnpoortweg
Obj-06214 - Schijnpoortweg Sportpaleis
Obj-06213 - Schijnpoortweg Tunneldak
Obj-01629 - Te verwijderen gedeelte Schijnpoortweg
Obj-01496 - Tijdelijke aanpassing Schijnpoort
Obj-03667 - Tijdelijke busbaan Schijnpoort
Obj-01293 - Tram-/busbaan Schijnpoortweg
Obj-03532 - Bovenleiding omgeving Schijnpoortweg
Obj-02648 - Bushalte 1 Schijnpoortweg
Obj-02649 - Bushalte 2 Schijnpoortweg
Obj-02704 - Tram-/bushalte 1 Schijnpoortweg
Obj-02705 - Tram-/bushalte 2 Schijnpoortweg
Obj-03530 - Tramspoor omgeving Schijnpoortweg
Obj-03677 - Van der Delftstraat
Obj-02947 - VRI - Noordersingel - ASC Schijnpoortvallei
Obj-02632 - VRI – Schijnpoortweg Noordersingel MWY2
Obj-06223 - Weg over verlengde tunneldak naar verbindingsweg
Obj-05226 - Lobroekdok
Obj-01723 - Aansluiting IJzerlaankanaal op Lobroekdok
ObjR-00272 - as-designed object
Obj-06830 - Bemaling aansluiten IJzerlaankanaal op Lobroekdok
Obj-06836 - Bestaande leiding IJzerlaankanaal/Lobroekdok
Obj-06837 - Bestaande uitstroomconstructie leiding IJzerlaankanaal/Lobroekdok
Obj-07373 - Betonnen kesp aansluiting IJzerlaankanaal op Lobroekdok
Obj-06822 - Damwandconstructie aansluiting IJzerlaankanaal op Lobroekdok
Obj-06838 - Kopscherm einde IJzerlaankanaal
Obj-06824 - Onderwaterbetonvloer aansluiting IJzerlaankanaal op Lobroekdok
Obj-06834 - Tijdelijke afdichting noordzijde verlenging IJzerlaankanaal (OUM)
Obj-06833 - Tijdelijke groutankers westzijde aansluiten IJzerlaankanaal op Lobroekdok (OUM)
Obj-06835 - Tijdelijke kopse damwand zuidelijke zijde aansluiting IJzerlaankanaal op Lobroekdok (OUM)
Obj-06832 - Tijdelijke stempelconstructie aansluiting IJzerlaankanaal op Lobroekdok (OUM)
Obj-05568 - Afwateringsleidingen RWZI
Obj-06823 - Combiwand onder werfbrug aansluiting IJzerlaankanaal op Lobroekdok
Obj-07625 - Grondaanvulling gedeeltelijke demping Lobroekdok
Obj-07627 - Grondkering oostzijde Lobroekdok
Obj-05067 - Kadeconstructie Albertkanaal zuidzijde dempen toegang Lobroekdok (nieuw)
Obj-06828 - Bemaling dichtzetten doorvaartkanaal (OUM)
Obj-06842 - Bestaande gewichtsmuur zuidoostelijke hoek verbindingskanaal
Obj-07374 - Betonnen kesp dichtzetten doorvaartkanaal
Obj-07027 - Grondpakket aanvulling demping verbindingsgeul
Obj-05842 - Verbindingsgeul Lobroekdok Albertkanaal
Obj-06902 - Stalen damwanden als ankerscherm (OUM)
Obj-06901 - Stalen damwanden langs Albertkanaal
Obj-06841 - Tijdelijke damwand aansluiting verbindingskanaal naar Lobroekdok (OUM)
Obj-07025 - Kademuur Lobroekdok oost
Obj-05064 - Kademuur Lobroekdok west
Obj-06825 - Vernieuwen Kade Albertkanaal
Obj-06829 - Bemaling kade Albertkanaal (OUM)
Obj-06840 - Bestaande bovenste 2 meter van kadeconstructie langs het Albertkanaal
Obj-06839 - Bestaande kadeconstructie noordoostelijke hoek kade Albertkanaal
Obj-06826 - Damwandconstructie kade Albertkanaal
Obj-07026 - Zandvang zuidzijde Lobroekdok 't.b.v. uitstroom RWZI'
Obj-07935 - Sloop & Afbraak (R1O)
Obj-07936 - Doodlopende restanten Inkokering Groot Schijn thv Schijnpoortweg
Obj-04042 - Tunnelconstructie Schijnpoort
Obj-07876 - Afbouw tunnelconstructie Schijnpoort
Obj-07196 - Brandwerende dakbekleding TSCH
Obj-07050 - Kopdeuren Middentunnelkanaal
Obj-07056 - Kopdeuren Oostelijke vlucht/dienstgang
Obj-07042 - Kopdeuren Westelijke vlucht-/dienstgang
Obj-07972 - Trappen naar middentunnelkanaal TSCH
Obj-07974 - Trappen naar oostelijke dienstgang TSCH
Obj-07973 - Trappen naar westelijke dienstgang TSCH
Obj-07047 - Tussenvloer Middentunnelkanaal
Obj-07054 - Tussenvloer Oostelijke vlucht/dienstgang
Obj-07040 - Tussenvloer Westelijke vlucht-/dienstgang
Obj-07970 - Vloer Middentunnelkanaal TSCH
Obj-07052 - Vloer Oostelijke vlucht/dienstgang TSCH
Obj-07038 - Vloer Westelijke vlucht-/dienstgang
Obj-07971 - Vloer Westelijke vlucht/dienstgang TSCH
Obj-07049 - Vluchtdeuren Middentunnelkanaal
Obj-07055 - Vluchtdeuren Oostelijke vlucht/dienstgang
Obj-07041 - Vluchtdeuren Westelijke vlucht-/dienstgang
Obj-07059 - Wandafwerking Schijnpoorttunnel
Obj-03709 - Dienstbouwwerk Schijnpoort
Obj-04026 - Dienstbouwwerk Schijnpoort Energie
Obj-07044 - Fundering Middentunnelkanaal
Obj-06287 - Gesloten deel Schijnpoort Midden
Obj-07351 - Baretwand Schijnpoorttunnel Midden --vervallen --
Obj-07349 - Buitenwanden TSCH-M
Obj-07350 - TrekankersTSCH-M
Obj-08601 - Tunneldak TSCH-M
Obj-07348 - Vloerplaat TSCH-M
Obj-08605 - Vlotplaten TSCH-M
Obj-08602 - Wanden middentunnelkanaal TSCH-M
Obj-08603 - Wanden Oostelijke vlucht/dienstgang TSCH-M
Obj-08604 - Wanden Westelijke vlucht/dienstgang TSCH-M
Obj-06285 - Gesloten deel Schijnpoort Tunnelconstructie Noord
Obj-07046 - Middenwanden Middentunnelkanaal TSCH-N
Obj-07976 - Rookmuren TSCH-N
Obj-07192 - Tunneldak TSCH-N
Obj-07057 - Leidingenkoker naar dienstgang TSCH-N
Obj-07058 - Leidingenkoker naar dienstgang TSCH-Z
Obj-07199 - Oplegtoestellen Tunneldak TSCH-N
Obj-07197 - Prefab liggers Tunneldak TSCH-N
Obj-07198 - Waterdichte afwerking TSCH-N
Obj-07045 - Vloer Middentunnelkanaal TSCH-N
Obj-08606 - Vloer oostelijke vlucht/dienstgang TSCH-N
Obj-08607 - Vloer westelijke vlucht/dienstgang TSCH-N
Obj-07053 - Wanden Oostelijke vlucht/dienstgang TSCH-N
Obj-07039 - Wanden Westelijke vlucht-/dienstgang TSCH-N
Obj-06286 - Gesloten deel Schijnpoort Tunnelconstructie Zuid
Obj-07986 - Middenwanden Middentunnelkanaal TSCH-Z
Obj-07977 - Rookmuren TSCH-Z
Obj-07981 - Tunneldak TSCH-Z
Obj-07058 - Leidingenkoker naar dienstgang TSCH-Z
Obj-07985 - Oplegtoestellen Tunneldak TSCH-Z
Obj-07984 - Prefab liggers Tunneldak TSCH-Z
Obj-07982 - Waterdichte afwerking TSCH-Z
Obj-07983 - Vloer Middentunnelkanaal TSCH-Z
Obj-08610 - Vloer oostelijke vlucht/dienstgang TSCH-Z
Obj-08611 - Vloer westelijke vlucht/dienstgang TSCH-Z
Obj-08608 - Wanden oostelijke vlucht/dienstgang TSCH-Z
Obj-08609 - Wanden westelijke vlucht/dienstgang TSCH-Z
Obj-04987 - Hoofdkelder TSCH-N
Obj-02669 - Hoofdkelder TSCH-Z
Obj-07043 - Middentunnelkanaal (vervallen = een ruimte en geen object|)
Obj-07048 - Dakvloer Middentunnelkanaal --vervallen --
Obj-07051 - Oostelijke vlucht/dienstgang (Vervallen = een ruimte geen object)
Obj-07975 - Overdrukhuisjes Schijnpoorttunnel
Obj-05918 - Polderconstructie Schijnpoort Noord
Obj-06272 - Compartimenteringswand Schijnpoort tunnelconstructie Noordzijde
Obj-05919 - Polderwand Oost Schijnpoort tunnelconstructie noord
Obj-07988 - Diepwand Oost Schijnpoort tunnelconstructie noord
Obj-07029 - Grondankers Oost Schijnpoort Tunnelconstructie Noord
Obj-07031 - Kopbalk diepwand Oost Schijnpoort Tunnelconstructie Noord
Obj-05920 - Polderwand West Schijnpoort tunnelconstructie Noord
Obj-07987 - Diepwand West Schijnpoort tunnelconstructie Noord
Obj-07030 - Grondankers West Schijnpoort Tunnelconstructie Noord
Obj-07032 - Kopbalk diepwand West Schijnpoort Tunnelconstructie Noord
Obj-06234 - Polderconstructie Schijnpoort Zuid
Obj-06273 - Compartimengeringswand Schijnpoort Tunnelconstructie Zuidzijde
Obj-06270 - Polderwand Oost Schijnpoort Tunnelconstructie zuid
Obj-07979 - Diepwand Oost Schijnpoort Tunnelconstructie Zuid
Obj-07033 - Grondankers Oost Schijnpoort Tunnelconstructie Zuid
Obj-07035 - Kopbalk diepwand Oost Schijnpoort Tunnelconstructie Zuid
Obj-06271 - Polderwand West Schijnpoort Tunnelconstructie Zuid
Obj-07978 - Diepwand West Schijnpoort Tunnelconstructie Zuid
Obj-07034 - Grondankers West Schijnpoort Tunnelconstructie Zuid
Obj-07036 - Kopbalk diepwand West Schijnpoort Tunnelconstructie Zuid
Obj-05922 - Tijdelijke Polderconstructie Schijnpoort Midden-Noord
Obj-06274 - Compartimenteringswand Schijnpoort Tunnelconstructie Midden (OUM)
Obj-07163 - Damwand Noord-Oost
Obj-07165 - Grondankers damwand Noord-Oost
Obj-07164 - Damwand Noord-West
Obj-07166 - Grondankers damwand Noord-West
Obj-06268 - Diepwand Oost Schijnpoort tunnelconstructie Midden-Noord
Obj-07167 - Grondankers Diepwand Noord-Oost
Obj-07170 - Kopbalk diepwand Oost
Obj-06269 - Diepwand West Schijnpoort tunnelconstructie Midden-Zuid
Obj-07168 - Grondankers Diepwand Noord-West
Obj-07171 - Kopbalk diepwand West
Obj-07169 - Stempeling Damwanden (OUM)
Obj-07161 - Vriesinstallatie Tijdelijke Polderconstructie Schijnpoort Midden-Noord
Obj-07159 - Vrieswand Noord-Oost
Obj-07160 - Vrieswand Noord-West
Obj-07173 - Tijdelijke Polderconstructie Schijnpoort Midden-Zuid
Obj-07176 - Damwand Zuid-Oost
Obj-07178 - Grondankers damwand Zuid-Oost
Obj-07177 - Damwand Zuid-West
Obj-07179 - Grondankers damwand Zuid-West
Obj-07183 - Diepwand West Schijnpoort tunnelconstructie Midden-Zuid
Obj-07185 - Grondankers Diepwand Zuid-West
Obj-07182 - Diepwanden Oost Schijnpoort tunnelconstructie Midden-Zuid
Obj-07184 - Grondankers Diepwand Zuid-Oost
Obj-07180 - Vriesschachten Oost
Obj-07181 - Vriesschachten west TSCH
Obj-07174 - Vrieswand Zuid-Oost
Obj-07175 - Vrieswand Zuid-West
Obj-07037 - Westelijke vlucht/dienstgang (vervallen = een ruimte en geen object)
Obj-05527 - Verbindingsweg Schijnpoortweg - Noordersingel
Obj-05163 - GX3L Verbindingsweg Noordersingel naar Schijnpoortweg
Obj-01666 - GX3R Verbindingsweg Schijnpoortweg naar Noordersingel
Obj-02713 - K&L tracés Verbindingsweg
Obj-06072 - Kruising westzijde verbindingsweg- toe en afritten
Obj-06075 - Kruising Noordersingel
Obj-06073 - Kruising oostzijde toe en afrit
Obj-06071 - Verbindingsweg Schijnpoortweg- Langsviaduct
Obj-06069 - Verbindingsweg Schijnpoortweg- Noordersingel tot paralel lopen RWZI Deurne
Obj-02628 - VRI - Afrit MW1 R1Z
Obj-02629 - VRI - Afrit MWJ1 R1Z
Obj-04331 - Verdiepte ligging Antwerpen Oost
Obj-07109 - Architectonisch randelement Verdiepte ligging Antwerpen-Oost
Obj-06290 - Dive under aansluiting van R1 naar E313 (MWQ1)
Obj-01378 - Gesloten deel aansluiting van R1 naar E313 (MWQ1)
Obj-05101 - Vluchtvoorzieningen gesloten deel aansluiting R1 naar E313 (MWQ1)
Obj-06291 - Open deel aansluiting van R1 naar E313 (MWQ1)
Obj-05953 - Grondkerende combiwand tussen MWQ1 en MWH1
Obj-05952 - Grondkerende damwand tussen MWH2 en MWQ1
Obj-07134 - Stempels ter hoogte van dak boven MWQ1
Obj-07135 - Technische ruimte tussen MWQ1 en MWE1
Obj-05101 - Vluchtvoorzieningen gesloten deel aansluiting R1 naar E313 (MWQ1)
Obj-07104 - Grondankers grondkerende wand tussen MWF1-MWJ1
Obj-07106 - Grondankers grondkerende wand tussen MWH1-MWE1
Obj-05950 - Grondkerende combiwand tussen MWE1 en MWF1
Obj-05951 - Grondkerende constructie tussen MWF1-MWJ1
Obj-05954 - Grondkerende wand tussen MWH1 en MWE1
Obj-07105 - Kopbalk grondkerende wand tussen MWF1-MWJ1
Obj-07107 - Kopbalk grondkerende wand tussen MWH1-MWE1
Obj-06277 - Milieuschermen Verdiepte ligging Antwerpen Oost
Obj-05956 - Milieuscherm Oost verdiepte ligging Antwerpen Oost
Obj-06278 - Milieuscherm op Noordzijde Kap hof ter Loo
Obj-04330 - Open polder tussen viaduct verbindingsweg en einde polder (Zuid)
Obj-07103 - Bestaande diepwand Oost (VW01) Verdiepte ligging Antwerpen Oost
Obj-06776 - Brievenbusconstructie / dwarse polderwand Kap Hof ter Lo
Obj-06275 - Polderwand dwars verdiepte ligging Antwerpen Oost (MWE1)
Obj-06084 - Polderwand dwars verdiepte ligging Antwerpen Oost (MWF1) (4500)
Obj-06245 - Polderwand dwars verdiepte ligging Antwerpen Oost (vervallen is dubbel Obj-06776)
Obj-06209 - Polderwand Oost verdiepte ligging Antwerpen Oost (4500)
Obj-07098 - Grondankers diepwand Oost verdiepte ligging Antwerpen Oost
Obj-07101 - Kopbalk diepwand Oost verdiepte ligging Antwerpen Oost
Obj-05948 - Polderwand West verdiepte ligging Antwerpen Oost
Obj-07100 - Funderingspalen diepwand West verdiepte ligging Antwerpen Oost
Obj-07099 - Grondankers diepwand West verdiepte ligging Antwerpen Oost
Obj-07102 - Kopbalk diepwand West verdiepte ligging Antwerpen Oost
Obj-05857 - Tijdelijke grondkering terrein Imobe
Obj-07108 - Wandafwerking Verdiepte ligging Antwerpen-Oost
Obj-05524 - Verdiepte ligging Lobroek
Obj-07875 - Afbouw verdiepte ligging Lobroek
Obj-07013 - Architectonisch randelement Verdiepte ligging Lobroek
Obj-07130 - Bestaande inkokering groot Schijn
Obj-07127 - Droge Blusleiding Lobroekpark
Obj-06995 - Geluidswerende voorziening oost
Obj-06996 - Funderingszool milieuscherm oost verdiepte ligging Lobroek
Obj-06998 - Geluidswal oost verdiepte ligging Lobroek
Obj-06997 - Paalfunderingen milieuscherm oost verdiepte ligging Lobroek
Obj-05071 - scherm 12_T MWF1 Lobroek polder 6
Obj-07006 - Geluidswerende voorziening tunnelmond OKA - verdiepte ligging
Obj-07007 - Funderingszool milieuscherm noord verdiepte ligging Lobroek
Obj-07008 - Geluidswal noord verdiepte ligging Lobroek
Obj-06266 - Milieuscherm op tunnelmond OKA - verdiepte ligging Lobroek
Obj-07009 - Geluidswerende voorziening tunnelmond Schijnpoort - verdiepte ligging Lobroek
Obj-07010 - Funderingszool milieuscherm zuid ligging Lobroek
Obj-07011 - Geluidswal zuid verdiepte ligging Lobroek
Obj-06267 - Milieuscherm tunnelmond schijnpoorttunnel noord - verdiepte ligging Lobroek
Obj-06990 - Geluidswerende voorziening west
Obj-06991 - Funderingszool milieuscherm west verdiepte ligging Lobroek
Obj-06993 - Geluidswal west verdiepte ligging Lobroek
Obj-06992 - Paalfunderingen milieuscherm west verdiepte ligging Lobroek
