AutoID,Naam,Omschrijving,Model status,Model actueel?,ObjectID,Objectnaam,Object actueel?
MDL-1932,OWVA-S0102-LAN-BMO-W69-000001,SYS0102 - LP6a (poldersysteem),Nieuw,Ja,Obj-06502,Drainagestelsel polder R1 Oost -4.000 (VLR1-PZ),Ja
MDL-1932,OWVA-S0102-LAN-BMO-W69-000001,SYS0102 - LP6a (poldersysteem),Nieuw,Ja,Obj-06504,Transportleiding ​DV TSCH-Z​,Ja
MDL-1931,OWVA-S0098-LAN-DMO-W69-000005,SYS0098 - LP12 (afwatersysteem (a) - dive under),Nieuw,Ja,Obj-06670,Transportleiding HV OTHB,Ja
MDL-1931,OWVA-S0098-LAN-DMO-W69-000005,SYS0098 - LP12 (afwatersysteem (a) - dive under),Nieuw,Ja,Obj-06673,Wegrioleringsstelsel OTHB,Ja
MDL-1931,OWVA-S0098-LAN-DMO-W69-000005,SYS0098 - LP12 (afwatersysteem (a) - dive under),Nieuw,Ja,Obj-06680,Wegrioleringsstelsel R1-OTHB,Ja
MDL-1930,OWVA-S0098-LAN-BMO-W69-000005,SYS0098 - LP12 (afwatersysteem (a) - dive under),Nieuw,Ja,Obj-06670,Transportleiding HV OTHB,Ja
MDL-1930,OWVA-S0098-LAN-BMO-W69-000005,SYS0098 - LP12 (afwatersysteem (a) - dive under),Nieuw,Ja,Obj-06673,Wegrioleringsstelsel OTHB,Ja
MDL-1930,OWVA-S0098-LAN-BMO-W69-000005,SYS0098 - LP12 (afwatersysteem (a) - dive under),Nieuw,Ja,Obj-06680,Wegrioleringsstelsel R1-OTHB,Ja
MDL-1927,OWVA-S0098-LAN-DMO-W69-000003,SYS0098 - LP12 (afwatersysteem c),Nieuw,Ja,Obj-06676,Wegrioleringsstelsel R1-oost_Bi,Ja
MDL-1926,OWVA-S0098-LAN-BMO-W69-000003,SYS0098 - LP12 (afwatersysteem c),Nieuw,Ja,Obj-06676,Wegrioleringsstelsel R1-oost_Bi,Ja
MDL-1925,OWVA-S0098-LAN-DMO-W69-000002,SYS0098 - LP12 (afwatersysteem d-e),Nieuw,Ja,Obj-06677,Wegrioleringsstelsel R1-E313,Ja
MDL-1925,OWVA-S0098-LAN-DMO-W69-000002,SYS0098 - LP12 (afwatersysteem d-e),Nieuw,Ja,Obj-06674,Wegrioleringsstelsel R1-oost_Bu,Ja
MDL-1924,OWVA-S0098-LAN-BMO-W69-000002,SYS0098 - LP12 (afwatersysteem d-e),Nieuw,Ja,Obj-06677,Wegrioleringsstelsel R1-E313,Ja
MDL-1924,OWVA-S0098-LAN-BMO-W69-000002,SYS0098 - LP12 (afwatersysteem d-e),Nieuw,Ja,Obj-06674,Wegrioleringsstelsel R1-oost_Bu,Ja
MDL-1921,OWVA-S0097-LAN-DMO-W69-000002,SYS0097 - LP11 (afwatersysteem),Nieuw,Ja,Obj-06662,Wegriolering verbinding Noordersingel-ASC Schijnpoort,Ja
MDL-1920,OWVA-S0097-LAN-BMO-W69-000002,SYS0097 - LP11 (afwatersysteem),Nieuw,Ja,Obj-06662,Wegriolering verbinding Noordersingel-ASC Schijnpoort,Ja
MDL-1919,OWVA-S0097-LAN-DMO-W69-000001,SYS0097 - LP11 (afwatersysteem),Nieuw,Ja,Obj-06660,Transportleiding HV OHtL,Ja
MDL-1919,OWVA-S0097-LAN-DMO-W69-000001,SYS0097 - LP11 (afwatersysteem),Nieuw,Ja,Obj-06658,Transportleiding SV KHtL,Ja
MDL-1919,OWVA-S0097-LAN-DMO-W69-000001,SYS0097 - LP11 (afwatersysteem),Nieuw,Ja,Obj-06659,Transportleiding VV KHtL,Ja
MDL-1919,OWVA-S0097-LAN-DMO-W69-000001,SYS0097 - LP11 (afwatersysteem),Nieuw,Ja,Obj-06664,Wegrioleringsstelsel KHtL,Ja
MDL-1919,OWVA-S0097-LAN-DMO-W69-000001,SYS0097 - LP11 (afwatersysteem),Nieuw,Ja,Obj-06665,Wegrioleringsstelsel OHtL,Ja
MDL-1918,OWVA-S0097-LAN-BMO-W69-000001,SYS0097 - LP11 (afwatersysteem),Nieuw,Ja,Obj-06660,Transportleiding HV OHtL,Ja
MDL-1918,OWVA-S0097-LAN-BMO-W69-000001,SYS0097 - LP11 (afwatersysteem),Nieuw,Ja,Obj-06658,Transportleiding SV KHtL,Ja
MDL-1918,OWVA-S0097-LAN-BMO-W69-000001,SYS0097 - LP11 (afwatersysteem),Nieuw,Ja,Obj-06659,Transportleiding VV KHtL,Ja
MDL-1918,OWVA-S0097-LAN-BMO-W69-000001,SYS0097 - LP11 (afwatersysteem),Nieuw,Ja,Obj-06664,Wegrioleringsstelsel KHtL,Ja
MDL-1918,OWVA-S0097-LAN-BMO-W69-000001,SYS0097 - LP11 (afwatersysteem),Nieuw,Ja,Obj-06665,Wegrioleringsstelsel OHtL,Ja
MDL-1917,OWVA-S0096-LAN-DMO-W69-000001,SYS0096 - LP10 (wegrioleringsstelsel),Nieuw,Ja,Obj-06655,Wegrioleringsstelsel Schijnpoortweg-west,Ja
MDL-1916,OWVA-S0096-LAN-BMO-W69-000001,SYS0096 - LP10 (wegrioleringsstelsel),Nieuw,Ja,Obj-06655,Wegrioleringsstelsel Schijnpoortweg-west,Ja
MDL-1913,OWVA-S0093-LAN-DMO-W69-000001,SYS0092 - LP6b (afwatersysteem),Nieuw,Ja,Obj-06652,Transportleiding HV TSCH-N,Ja
MDL-1913,OWVA-S0093-LAN-DMO-W69-000001,SYS0092 - LP6b (afwatersysteem),Nieuw,Ja,Obj-06650,Wegrioleringsstelsel TSCH-N,Ja
MDL-1912,OWVA-S0093-LAN-BMO-W69-000001,SYS0093 - LP6b (afwatersysteem),Nieuw,Ja,Obj-06652,Transportleiding HV TSCH-N,Ja
MDL-1912,OWVA-S0093-LAN-BMO-W69-000001,SYS0093 - LP6b (afwatersysteem),Nieuw,Ja,Obj-06650,Wegrioleringsstelsel TSCH-N,Ja
MDL-1911,OWVA-S0092-LAN-DMO-W69-000001,SYS0092 - LP6a (afwatersysteem),Nieuw,Ja,Obj-06646,Transportleiding SV TSCH-Z,Ja
MDL-1911,OWVA-S0092-LAN-DMO-W69-000001,SYS0092 - LP6a (afwatersysteem),Nieuw,Ja,Obj-06645,Transportleiding VV KWS LP6a,Ja
MDL-1911,OWVA-S0092-LAN-DMO-W69-000001,SYS0092 - LP6a (afwatersysteem),Nieuw,Ja,Obj-06642,Transportleiding VV TSCH-Z,Ja
MDL-1911,OWVA-S0092-LAN-DMO-W69-000001,SYS0092 - LP6a (afwatersysteem),Nieuw,Ja,Obj-07661,Wegrioleringsstelsel ​Schijnpoortweg​,Ja
MDL-1911,OWVA-S0092-LAN-DMO-W69-000001,SYS0092 - LP6a (afwatersysteem),Nieuw,Ja,Obj-06647,Wegrioleringsstelsel TSCH-Z,Ja
MDL-1911,OWVA-S0092-LAN-DMO-W69-000001,SYS0092 - LP6a (afwatersysteem),Nieuw,Ja,Obj-06649,Wegrioleringsstelsel Verbindingsweg-noord,Ja
MDL-1910,OWVA-S0092-LAN-BMO-W69-000001,SYS0092 - LP6a (afwatersysteem),Nieuw,Ja,Obj-06646,Transportleiding SV TSCH-Z,Ja
MDL-1910,OWVA-S0092-LAN-BMO-W69-000001,SYS0092 - LP6a (afwatersysteem),Nieuw,Ja,Obj-06645,Transportleiding VV KWS LP6a,Ja
MDL-1910,OWVA-S0092-LAN-BMO-W69-000001,SYS0092 - LP6a (afwatersysteem),Nieuw,Ja,Obj-06642,Transportleiding VV TSCH-Z,Ja
MDL-1910,OWVA-S0092-LAN-BMO-W69-000001,SYS0092 - LP6a (afwatersysteem),Nieuw,Ja,Obj-07661,Wegrioleringsstelsel ​Schijnpoortweg​,Ja
MDL-1910,OWVA-S0092-LAN-BMO-W69-000001,SYS0092 - LP6a (afwatersysteem),Nieuw,Ja,Obj-06647,Wegrioleringsstelsel TSCH-Z,Ja
MDL-1910,OWVA-S0092-LAN-BMO-W69-000001,SYS0092 - LP6a (afwatersysteem),Nieuw,Ja,Obj-06649,Wegrioleringsstelsel Verbindingsweg-noord,Ja
MDL-1909,OWVA-S0091-LAN-DMO-W69-000001,SYS0091 - LP5 (afwatersysteem),Nieuw,Ja,Obj-02555,Lozingspunt LP5,Ja
MDL-1909,OWVA-S0091-LAN-DMO-W69-000001,SYS0091 - LP5 (afwatersysteem),Nieuw,Ja,Obj-06318,Transportleiding SV TOKA-Z,Ja
MDL-1909,OWVA-S0091-LAN-DMO-W69-000001,SYS0091 - LP5 (afwatersysteem),Nieuw,Ja,Obj-06207,Transportleiding VV TOKA-Z,Ja
MDL-1909,OWVA-S0091-LAN-DMO-W69-000001,SYS0091 - LP5 (afwatersysteem),Nieuw,Ja,Obj-06087,Wegrioleringsstelsel TOKA-Z OKA,Ja
MDL-1909,OWVA-S0091-LAN-DMO-W69-000001,SYS0091 - LP5 (afwatersysteem),Nieuw,Ja,Obj-06324,Wegrioleringsstelsel TOKA-Z R1O,Ja
MDL-1908,OWVA-S0091-LAN-BMO-W69-000001,SYS0091 - LP5 (afwatersysteem),Nieuw,Ja,Obj-02555,Lozingspunt LP5,Ja
MDL-1908,OWVA-S0091-LAN-BMO-W69-000001,SYS0091 - LP5 (afwatersysteem),Nieuw,Ja,Obj-06318,Transportleiding SV TOKA-Z,Ja
MDL-1908,OWVA-S0091-LAN-BMO-W69-000001,SYS0091 - LP5 (afwatersysteem),Nieuw,Ja,Obj-06207,Transportleiding VV TOKA-Z,Ja
MDL-1908,OWVA-S0091-LAN-BMO-W69-000001,SYS0091 - LP5 (afwatersysteem),Nieuw,Ja,Obj-06087,Wegrioleringsstelsel TOKA-Z OKA,Ja
MDL-1908,OWVA-S0091-LAN-BMO-W69-000001,SYS0091 - LP5 (afwatersysteem),Nieuw,Ja,Obj-06324,Wegrioleringsstelsel TOKA-Z R1O,Ja
MDL-1897,OWVA-S0084-LAN-DMO-W69-000001,SYS0084 - LP9 (afwatersysteem),Nieuw,Ja,Obj-06656,Wegrioleringsstelsel Schijnpoortweg-oost,Ja
MDL-1896,OWVA-S0084-LAN-BMO-W69-000001,SYS0084 - LP9 (afwatersysteem),Nieuw,Ja,Obj-06656,Wegrioleringsstelsel Schijnpoortweg-oost,Ja
MDL-1853,OWRB-02692-ROC-DMO-W69-000001,R1O-RIO-OT-Dive under DO-TC,Vervallen,Ja,Obj-06799,Tijdelijke waterhuishouding E313 R1-Noord,Ja
MDL-1853,OWRB-02692-ROC-DMO-W69-000001,R1O-RIO-OT-Dive under DO-TC,Vervallen,Ja,Obj-02692,Vloeistofkelder Turnhoutsebaan (OTHB),Ja
MDL-1852,OWRB-02692-ROC-BMO-W69-000001,R1O-RIO-OT-Dive under DO-TC,Vervallen,Ja,Obj-06799,Tijdelijke waterhuishouding E313 R1-Noord,Ja
MDL-1852,OWRB-02692-ROC-BMO-W69-000001,R1O-RIO-OT-Dive under DO-TC,Vervallen,Ja,Obj-02692,Vloeistofkelder Turnhoutsebaan (OTHB),Ja
MDL-1842,OWRB-06788-ROC-DMO-W66-000001.dwg,R1O-HW-OT-Dakplaat onderdoorgang afrit Schijnpoort / Afrit E313 - R1,Nieuw,Ja,Obj-06788,Dakplaat onderdoorgang afrit Schijnpoort / Afrit E313 - R1 (MW41),Ja
MDL-1841,OWRB-06788-ROC-BMO-W66-000001,R1O-HW-OT-Dakplaat onderdoorgang afrit Schijnpoort / Afrit E313 - R1,Nieuw,Ja,Obj-06788,Dakplaat onderdoorgang afrit Schijnpoort / Afrit E313 - R1 (MW41),Ja
MDL-1838,OWRB-02717-ROC-ALM-W59-000001.dwg,R1O-WEG-TT-XXXX,Vervallen,Ja,Obj-02717,Tijdelijke verbinding E313 R1-Noord VERVALLEN,Nee
MDL-1837,OWRB-02717-ROC-DMO-W59-000001.dwg,R1O-WEG-TT-XXXX,Vervallen,Ja,Obj-02717,Tijdelijke verbinding E313 R1-Noord VERVALLEN,Nee
MDL-1836,OWRB-02717-ROC-BMO-W59-000001.dwg,R1O-WEG-TT-XXXX,Vervallen,Ja,Obj-02717,Tijdelijke verbinding E313 R1-Noord VERVALLEN,Nee
MDL-1829,OWRB-05112-ROC-DMO-W59-000001,R1O-WEG-TIJ-Werfweg tussen Betofin en Sportpaleis,Nieuw,Ja,Obj-05112,Sportpaleis,Ja
MDL-1828,OWRB-05112-ROC-BMO-W59-000001,R1O-WEG-TIJ-Werfweg tussen Betofin en Sportpaleis,Nieuw,Ja,Obj-05112,Sportpaleis,Ja
MDL-1803,OWRB-06037-ROC-DMO-W62-000001,R1O-LS-OT-Terreinaanleg hermeandering Groot Schijn,Nieuw,Ja,,,
MDL-1802,OWRB-06037-ROC-BMO-W62-000001,R1O-LS-OT-Terreinaanleg hermeandering Groot Schijn,Nieuw,Ja,Obj-06037,Aanpassingswerken Groot Schijn,Ja
MDL-1769,OWRB-03760-LAN-DMO-W66-000003,R1OZ-HW-OT_Overkappingsstudie Kap Hof ter lo,Nieuw,Ja,Obj-03760,Overkapping Hof ter Loo,Ja
MDL-1768,OWRB-03760-LAN-BMO-W66-000003,R1OZ-HW-OT_Overkappingsstudie Kap Hof ter lo,Nieuw,Ja,Obj-03760,Overkapping Hof ter Loo,Ja
MDL-1767,OWRB-05234-LAN-DMO-W66-000005,R1ON-HW-OT_Overkappingsstudie Kap Waterpark,Nieuw,Ja,Obj-05234,Verdiepte ligging Schijnpoort,Ja
MDL-1766,OWRB-05234-LAN-BMO-W66-000005,R1ON-HW-OT_Overkappingsstudie Kap Waterpark,Nieuw,Ja,Obj-05234,Verdiepte ligging Schijnpoort,Ja
MDL-1765,OWRB-05524-LAN-DMO-W66-000001,R1ON-HW-OT_Overkappingsstudie Nerf Kalverwei/ Luifel Slachthuis,Nieuw,Ja,Obj-05524,Verdiepte ligging Lobroek,Ja
MDL-1764,OWRB-05524-LAN-BMO-W66-000001,R1ON-HW-OT_Overkappingsstudie Nerf Kalverwei/ Luifel Slachthuis,Nieuw,Ja,Obj-05524,Verdiepte ligging Lobroek,Ja
MDL-1719,OWRB-05063-ROC-DMO-W66-000001.rvt,R1ON-HW-OT-Afwateringskoker Groot Schijn,Nieuw,Ja,Obj-05063,Afwateringskoker Groot Schijn,Ja
MDL-1718,OWRB-05063-ROC-BMO-W66-000001.rvt,R1ON-HW-OT-Afwateringskoker Groot Schijn,Nieuw,Ja,Obj-05063,Afwateringskoker Groot Schijn,Ja
MDL-1680,OWRB-05870-RTS-TMO-W59-000001,Dwarsprofielen afrit MWJ1 dive under,Nieuw,Ja,,,
MDL-1610,OWRB-05229-ROC-DMO-W66-000002,"R1O-HW-BT-Holcim (obj.05591), Levanto (obj.05592) en Gommaire (obj.05593)",Vervallen,Ja,Obj-05229,Zone Sportpaleis,Ja
MDL-1609,OWRB-05229-ROC-BMO-W66-000002,"R1O-HW-BT-Holcim (obj.05591), Levanto (obj.05592) en Gommaire (obj.05593)",Vervallen,Ja,Obj-07919,Terreinen Betofin,Ja
MDL-1609,OWRB-05229-ROC-BMO-W66-000002,"R1O-HW-BT-Holcim (obj.05591), Levanto (obj.05592) en Gommaire (obj.05593)",Vervallen,Ja,Obj-05229,Zone Sportpaleis,Ja
MDL-1607,OWRB-06221-ROC-DMO-W66-000005,R1O-HW-OT-Architectonische randelementen,Nieuw,Ja,Obj-06221,Dive under - afrit Schijnpoort,Ja
MDL-1606,OWRB-06221-ROC-BMO-W66-000005,R1O-HW-OT-Architectonische randelementen,Nieuw,Ja,Obj-06221,Dive under - afrit Schijnpoort,Ja
MDL-1603,OWRB-05828-ROC-DMO-W66-000001,R1O-HW-BT-Oud Slachthuis,Nieuw,Ja,Obj-05828,Gebouw oud slachthuis (gebouw Transma),Ja
MDL-1602,OWRB-05828-ROC-BMO-W66-000001,R1O-HW-BT-Oud Slachthuis,Nieuw,Ja,Obj-05828,Gebouw oud slachthuis (gebouw Transma),Ja
MDL-1556,OWRB-06221-ROC-DMO-W66-000004,R1OZ-HW-OT-Dive under - Waterkelder,Nieuw,Ja,Obj-06221,Dive under - afrit Schijnpoort,Ja
MDL-1555,OWRB-06221-ROC-BMO-W66-000004,R1OZ-HW-OT-Dive under - Waterkelder,Nieuw,Ja,Obj-06221,Dive under - afrit Schijnpoort,Ja
MDL-1539,OWRB-04328-ROC-DMO-W66-000001,R1ON-HW-OT-Polderwanden Lobroekdok,Nieuw,Ja,,,
MDL-1538,OWRB-04328-ROC-BMO-W66-000001,R1ON-HW-OT-Polderwanden Lobroekdok,Nieuw,Ja,,,
MDL-1537,OWRB-05842-ROC-DMA-W66-000001,,Nieuw,Ja,,,
MDL-1536,OWRB-05842-ROC-DMO-W66-000001,R1O-HW-OT-Afsluiting verbinding LBD-AK,Nieuw,Ja,,,
MDL-1535,OWRB-05842-ROC-BMO-W66-000001,R1O-HW-OT-Afsluiting verbinding LBD-AK,Nieuw,Ja,,,
MDL-1534,OWRB-05842-LAN-DMA-W66-000001,,Nieuw,Ja,,,
MDL-1530,OWRB-01723-ROC-DMA-W66-000001,,Nieuw,Ja,,,
MDL-1490,OWRB-06221-ROC-DMA-W66-000003,R1OZ-HW-OT-Dive under - afrit Schijnpoort - Vloeren,Nieuw,Ja,Obj-06221,Dive under - afrit Schijnpoort,Ja
MDL-1489,OWRB-06221-ROC-DMO-W66-000003,R1OZ-HW-OT-Dive under - afrit Schijnpoort - Vloeren,Nieuw,Ja,Obj-06221,Dive under - afrit Schijnpoort,Ja
MDL-1488,OWRB-06221-ROC-BMO-W66-000003,R1OZ-HW-OT-Dive under - afrit Schijnpoort - Vloeren,Nieuw,Ja,Obj-06221,Dive under - afrit Schijnpoort,Ja
MDL-1482,OWRB-06R1O-LAN-DMA-W03-000001,,Nieuw,Ja,,,
MDL-1481,OWRB-06R1O-LAN-DMO-W03-000001,,Nieuw,Ja,,,
MDL-1467,OWRB-06221-ROC-DMO-W66-000002,R1OZ-HW-OT-Dive under - afrit Schijnpoort,Nieuw,Ja,Obj-06221,Dive under - afrit Schijnpoort,Ja
MDL-1466,OWRB-06221-ROC-BMO-W66-000002,R1OZ-HW-OT-Dive under - afrit Schijnpoort,Nieuw,Ja,Obj-06221,Dive under - afrit Schijnpoort,Ja
MDL-1464,OWRB-05825-LAN-DMO-W33-000001,,Nieuw,Ja,,,
MDL-1462,OWRB-05825-LAN-DMO-W33-000001,,Nieuw,Ja,,,
MDL-1399,OWRB-06R1O-ROC-DMO-W69-000002,,Nieuw,Ja,,,
MDL-1398,OWRB-06R1O-ROC-BMO-W69-000002,,Nieuw,Ja,,,
MDL-1397,OWRB-06R1O-ROC-DMO-W69-000001,,Nieuw,Ja,,,
MDL-1396,OWRB-06R1O-ROC-BMO-W69-000001,,Nieuw,Ja,,,
MDL-1367,OWRB-05567-LAN-DMO-W33-000001,,Nieuw,Ja,,,
MDL-1366,OWRB-05567-LAN-BMO-W33-000001,,Nieuw,Ja,,,
MDL-1295,OWRB-06221-ROC-DMO-W66-000001,HW-OT-R1O-Reconstructie VO Dive-under Schijnpoort,Vervallen,Ja,Obj-06221,Dive under - afrit Schijnpoort,Ja
MDL-1294,OWRB-06221-ROC-BMO-W66-000001,HW-OT-R1O-Reconstructie VO Dive-under Schijnpoort,Vervallen,Ja,Obj-06221,Dive under - afrit Schijnpoort,Ja
MDL-1278,OWRB-06411-LAN-TMO-W27-000002,,Nieuw,Ja,,,
MDL-1277,OWRB-06411-LAN-TMO-W27-000001,,Nieuw,Ja,,,
MDL-1206,OWRB-06075-LAN-BMO-W62-000016,,Nieuw,Ja,,,
MDL-1205,OWRB-06075-LAN-BMO-W62-000015,,Nieuw,Ja,,,
MDL-1204,OWRB-06075-LAN-BMO-W62-000014,,Nieuw,Ja,,,
MDL-1203,OWRB-06075-LAN-BMO-W62-000013,,Nieuw,Ja,,,
MDL-1202,OWRB-06075-LAN-BMO-W62-000002,,Nieuw,Ja,,,
MDL-1194,OWRB-06075-LAN-DMO-W62-000001,R1O-LS-BT-Haag nabij RWZI terrein,Nieuw,Ja,,,
MDL-1167,OWRB-06075-LAN-BMO-W62-000001,R1O-LS-BT-Haag nabij RWZI terrein,Nieuw,Ja,,,
MDL-1104,OWRB-05527-LAN-BMO-W59-000005,R1O-WEG-OT-Verbindingsweg GASL VO,Nieuw,Ja,,,
MDL-1103,OWRB-05527-LAN-DMO-W59-000005,R1O-WEG-OT-Verbindingsweg GASL VO,Nieuw,Ja,,,
MDL-1102,OWRB-05527-LAN-BMO-W59-000004,R1O-WEG-OT-Verbindingsweg GVWR VO,Nieuw,Ja,,,
MDL-1101,OWRB-05527-LAN-DMO-W59-000004,R1O-WEG-OT-Verbindingsweg GVWR VO,Nieuw,Ja,,,
MDL-1100,OWRB-05527-LAN-BMO-W59-000003,R1O-WEG-OT-Verbindingsweg GVWL VO,Nieuw,Ja,,,
MDL-1099,OWRB-05527-LAN-DMO-W59-000003,R1O-WEG-OT-Verbindingsweg GVWL VO,Nieuw,Ja,,,
MDL-1098,OWRB-05527-LAN-BMO-W59-000002,R1O-WEG-OT-Verbindingsweg GASR VO,Nieuw,Ja,,,
MDL-1097,OWRB-05527-LAN-DMO-W59-000002,R1O-WEG-OT-Verbindingsweg GASR VO,Nieuw,Ja,,,
MDL-1094,OWRB-06075-LAN-DMO-W62-000016,R1O-LS-OT-Bomen ASC Schijnpoort verbindingsweg,Nieuw,Ja,,,
MDL-1093,OWRB-06075-LAN-DMO-W62-000015,R1O-LS-OT-Landschap ASC Schijnpoort verbindingsweg,Nieuw,Ja,,,
MDL-1092,OWRB-06075-LAN-DMO-W62-000014,R1O-LS-OT-SPW VBW architectonische elementen VO,Nieuw,Ja,,,
MDL-1091,OWRB-06075-LAN-DMO-W62-000013,R1O-LS-OT-ASC Schijnpoort Fietsbrug VO,Nieuw,Ja,,,
MDL-1090,OWRB-06075-LAN-DMO-W62-000002,R1O-LS-BT-Haag nabij RWZI terrein,Nieuw,Ja,,,
MDL-1084,OWRB-04042-LAN-TMO-W33-000001,Uitgangspuntentekening TSCH VO,Nieuw,Ja,,,
MDL-1055,OWRB-05228-LAN-DMO-W59-000002,R1O-WEG-OT-Schijnpoortweg VO-C3D,Nieuw,Ja,,,
MDL-1054,OWRB-05228-LAN-BMO-W59-000002,R1O-WEG-OT-Schijnpoortweg VO-C3D,Nieuw,Ja,,,
MDL-1008,OWRB-03530-LAN-BMO-W59-000001,R1O-WEG-OT-Schijnpoortweg VO_TramLaan-C3D,Nieuw,Ja,,,
MDL-1000,OWRB-05524-ROC-DMO-W66-000001,,Nieuw,Ja,,,
MDL-0999,OWRB-05232-ROC-DMO-W66-000001,,Nieuw,Ja,,,
MDL-0978,OWRB-01723-ROC-DMO-W66-000001,R1O-HW-OT-Aansluiting IJzerlaankanaal Lobroekdok,Nieuw,Ja,,,
MDL-0975,OWRB-01391-LAN-DMO-W66-000001,R1O-HW-OT- viaduct verbindingsweg VO,Nieuw,Ja,,,
MDL-0969,OWRB-05527-LAN-DMO-W59-000001,R1O-WEG-OT-Verbindingsweg Schijnpoortweg VO_Open roads,Nieuw,Ja,,,
MDL-0968,OWRB-05228-LAN-DMO-W59-000001,R1O-WEG-OT-Schijnpoortweg VO_Open roads,Nieuw,Ja,,,
MDL-0967,OWRB-02527-LAN-DMO-W59-000006,R1N-WEG-OT-MWF1 VO_Open roads,Nieuw,Ja,Obj-05909,MWB1 - Verbindingsweg Tracé R1NO - Trace R1NW t.p.v. verdiepte ligging Lobroek,Ja
MDL-0967,OWRB-02527-LAN-DMO-W59-000006,R1N-WEG-OT-MWF1 VO_Open roads,Nieuw,Ja,Obj-05908,MWF1 – HRB Knooppunt Antwerpen Oost - Knooppunt Antwerpen Noord t.p.v. verdiepte ligging Lobroek,Ja
MDL-0967,OWRB-02527-LAN-DMO-W59-000006,R1N-WEG-OT-MWF1 VO_Open roads,Nieuw,Ja,Obj-05972,MWF1 - verbindingsweg R1NO - A1 t.p.v. OKA,Ja
MDL-0967,OWRB-02527-LAN-DMO-W59-000006,R1N-WEG-OT-MWF1 VO_Open roads,Nieuw,Ja,Obj-06095,MWF1 - Verbindingsweg Tracé R1NO - Tracé A1 t.p.v. TLUC,Ja
MDL-0967,OWRB-02527-LAN-DMO-W59-000006,R1N-WEG-OT-MWF1 VO_Open roads,Nieuw,Ja,Obj-06099,MWF1 - Verbindingsweg Tracé R1NO - Tracé A1 t.p.v. verdiepte ligging Luchtbal,Ja
MDL-0967,OWRB-02527-LAN-DMO-W59-000006,R1N-WEG-OT-MWF1 VO_Open roads,Nieuw,Ja,Obj-06195,MWO1 - Afrit Groenendaallaan vanaf Knooppunt Antwerpen Noord t.p.v. TLUC,Ja
MDL-0967,OWRB-02527-LAN-DMO-W59-000006,R1N-WEG-OT-MWF1 VO_Open roads,Nieuw,Ja,Obj-06194,MWO1 - Afrit Groenendaallaan vanaf Knooppunt Antwerpen Noord t.p.v. verdiepte ligging OKA,Ja
MDL-0967,OWRB-02527-LAN-DMO-W59-000006,R1N-WEG-OT-MWF1 VO_Open roads,Nieuw,Ja,Obj-06197,MWP1 - Oprit Groenendaallaan richting Tracé A1 t.p.v. TLUC,Ja
MDL-0967,OWRB-02527-LAN-DMO-W59-000006,R1N-WEG-OT-MWF1 VO_Open roads,Nieuw,Ja,Obj-06196,MWP1 - Oprit Groenendaallaan richting Tracé A1 t.p.v. verdiepte ligging Luchtbal,Ja
MDL-0966,OWRB-02527-LAN-DMO-W59-000005,R1O-WEG-OT-MWF1 VO_Open roads,Nieuw,Ja,Obj-06237,MW41 - Verbindingsweg Tracé A13 - Tracé R1NO t.p.v. knoop Antwerpen Oost,Ja
MDL-0966,OWRB-02527-LAN-DMO-W59-000005,R1O-WEG-OT-MWF1 VO_Open roads,Nieuw,Ja,Obj-05949,MWF1 – HRB Knooppunt Antwerpen Oost - Knooppunt Antwerpen Noord t.p.v. knoop Antwerpen Oost,Ja
MDL-0966,OWRB-02527-LAN-DMO-W59-000005,R1O-WEG-OT-MWF1 VO_Open roads,Nieuw,Ja,Obj-05917,MWF1 – HRB Knooppunt Antwerpen Oost - Knooppunt Antwerpen Noord t.p.v. Schijnpoorttunnel,Ja
MDL-0966,OWRB-02527-LAN-DMO-W59-000005,R1O-WEG-OT-MWF1 VO_Open roads,Nieuw,Ja,Obj-05933,MWF1 – HRB Knooppunt Antwerpen Oost - Knooppunt Antwerpen Noord t.p.v. verdiepte ligging Antwerpen Oost,Ja
MDL-0966,OWRB-02527-LAN-DMO-W59-000005,R1O-WEG-OT-MWF1 VO_Open roads,Nieuw,Ja,Obj-05942,MWF1 – HRB Knooppunt Antwerpen Oost - Knooppunt Antwerpen Noord t.p.v. verdiepte ligging Schijnpoort,Ja
MDL-0966,OWRB-02527-LAN-DMO-W59-000005,R1O-WEG-OT-MWF1 VO_Open roads,Nieuw,Ja,Obj-05943,MWF1 - Verbindingsweg Tracé R1NO - Trace A1 t.p.v. verdiepte ligging Lobroek,Ja
MDL-0966,OWRB-02527-LAN-DMO-W59-000005,R1O-WEG-OT-MWF1 VO_Open roads,Nieuw,Ja,Obj-05959,MWF1 – Verbindingsweg Tracé Zuid - Tracé R1NO t.p.v. knoop Antwerpen Oost,Ja
MDL-0966,OWRB-02527-LAN-DMO-W59-000005,R1O-WEG-OT-MWF1 VO_Open roads,Nieuw,Ja,Obj-06235,MWG1 - Oprit Schijnpoort richting Tracé R1 Noord Oost t.p.v. verdiepte ligging Schijnpoort,Ja
MDL-0966,OWRB-02527-LAN-DMO-W59-000005,R1O-WEG-OT-MWF1 VO_Open roads,Nieuw,Ja,Obj-05962,MWJ1 - Afrit Schijnpoort vanaf Trace R1Zuid t.p.v. knoop Antwerp Oost Open,Ja
