AutoID,Naam,Omschrijving,Model status,Model actueel?,ObjectID,Objectnaam,Object actueel?
MDL-0419,OWRB-06R1O-LAN-DMO-W59-000001,,Nieuw,Ja,Obj-05150,N-WE-FP-39       Fietspad vertrekkend op Fietsbrug Ijzerlaan aansluitend aan N-WE-FP-38,Ja
MDL-0419,OWRB-06R1O-LAN-DMO-W59-000001,,Nieuw,Ja,Obj-05151,N-WE-FP-40       Fietspad van N-WE-FP-37 aansluitend op Fietsbrug Ijzerlaan,Ja
MDL-0419,OWRB-06R1O-LAN-DMO-W59-000001,,Nieuw,Ja,Obj-05152,N-WE-FP-41       Fietspad vanuit park Groot schijn  richting fietsburg/passerelle,Ja
MDL-0419,OWRB-06R1O-LAN-DMO-W59-000001,,Nieuw,Ja,Obj-05153,N-WE-FP-42       Fietspad van N-WE-FP-49 aansluitend op N-WE-FP-41,Ja
MDL-0419,OWRB-06R1O-LAN-DMO-W59-000001,,Nieuw,Ja,Obj-05154,N-WE-FP-43       Fietspad van Rivierenhof aansluitend op kop Hof ter Loo,Ja
MDL-0419,OWRB-06R1O-LAN-DMO-W59-000001,,Nieuw,Ja,Obj-05155,N-WE-FP-44       Fietspad van N-WE-FP-43 aansluitend aan fietspadbrug of Groot Schijn ri Rivierenhof,Ja
MDL-0419,OWRB-06R1O-LAN-DMO-W59-000001,,Nieuw,Ja,Obj-05156,N-WE-FP-46       Fietspad van N-WE-FP-47 naar bestaand fietspad Raoul Grégoirplein,Ja
MDL-0419,OWRB-06R1O-LAN-DMO-W59-000001,,Nieuw,Ja,Obj-05157,N-WE-FP-47       Fietspad van N-WE-FP-50 naar bestaand FP Bisschoppenhoflaan,Ja
MDL-0419,OWRB-06R1O-LAN-DMO-W59-000001,,Nieuw,Ja,Obj-05158,N-WE-FP-48       Fietspad van N-WE-FP-50 aansluitend op N-WE-FP-37,Ja
MDL-0419,OWRB-06R1O-LAN-DMO-W59-000001,,Nieuw,Ja,Obj-05159,N-WE-FP-49       Fietspad van Verbindingsweg naar bestaand FP Bisschoppenhoflaan,Ja
MDL-0419,OWRB-06R1O-LAN-DMO-W59-000001,,Nieuw,Ja,Obj-05160,N-WE-FP-50       Fietspad Schijnpoortweg Noord,Ja
MDL-0419,OWRB-06R1O-LAN-DMO-W59-000001,,Nieuw,Ja,Obj-05161,N-WE-FP-51       Fietspad van N-WE-FP-50 naar Verbindingsweg,Ja
MDL-0419,OWRB-06R1O-LAN-DMO-W59-000001,,Nieuw,Ja,Obj-05162,N-WE-FP-52       Fietspad Schijnpoortweg zuid,Ja
MDL-0419,OWRB-06R1O-LAN-DMO-W59-000001,,Nieuw,Ja,Obj-05119,Ringfietspad,Ja
MDL-0418,OWRB-02655-LAN-DMO-W66-000001,R1O-HW-R1_Aansluiting deel E313 VO,Nieuw,Ja,Obj-02655,Onderdoorgang afrit Schijnpoort / Afrit E313 - R1 (MW41) VERVALLEN,Nee
MDL-0418,OWRB-02655-LAN-DMO-W66-000001,R1O-HW-R1_Aansluiting deel E313 VO,Nieuw,Ja,Obj-04331,Verdiepte ligging Antwerpen Oost,Ja
MDL-0417,OWRB-02655-LAN-BMO-W66-000001,R1O-HW-R1_Aansluiting deel E313 VO,Nieuw,Ja,Obj-05076,-,Nee
MDL-0417,OWRB-02655-LAN-BMO-W66-000001,R1O-HW-R1_Aansluiting deel E313 VO,Nieuw,Ja,Obj-06221,Dive under - afrit Schijnpoort,Ja
MDL-0417,OWRB-02655-LAN-BMO-W66-000001,R1O-HW-R1_Aansluiting deel E313 VO,Nieuw,Ja,Obj-05967,Grond- en waterkering onder Turnhoutsebaan ter grondkering voor MWJ1,Ja
MDL-0417,OWRB-02655-LAN-BMO-W66-000001,R1O-HW-R1_Aansluiting deel E313 VO,Nieuw,Ja,Obj-05966,Grond- en waterkering onder Turnhoutsebaan tussen MWF1 en MWJ1,Ja
MDL-0417,OWRB-02655-LAN-BMO-W66-000001,R1O-HW-R1_Aansluiting deel E313 VO,Nieuw,Ja,Obj-05968,Grondkerende constructie onder viaduct E34/E313-Zuid,Ja
MDL-0417,OWRB-02655-LAN-BMO-W66-000001,R1O-HW-R1_Aansluiting deel E313 VO,Nieuw,Ja,Obj-06217,Grondvernageling Landhoofd viaduct Turnhoutsebaan,Ja
MDL-0417,OWRB-02655-LAN-BMO-W66-000001,R1O-HW-R1_Aansluiting deel E313 VO,Nieuw,Ja,Obj-06279,Milieuschermen Knoop Antwerpen-Oost,Ja
MDL-0417,OWRB-02655-LAN-BMO-W66-000001,R1O-HW-R1_Aansluiting deel E313 VO,Nieuw,Ja,Obj-02655,Onderdoorgang afrit Schijnpoort / Afrit E313 - R1 (MW41) VERVALLEN,Nee
MDL-0417,OWRB-02655-LAN-BMO-W66-000001,R1O-HW-R1_Aansluiting deel E313 VO,Nieuw,Ja,Obj-06218,Onderdoorgang Afrit Schijnpoort kruising Turnhoutsebaan - VERVALLEN,Nee
MDL-0417,OWRB-02655-LAN-BMO-W66-000001,R1O-HW-R1_Aansluiting deel E313 VO,Nieuw,Ja,Obj-05077,Scherm 15_T   MWF1 Antwerpen Oost kruising 5.5,Ja
MDL-0417,OWRB-02655-LAN-BMO-W66-000001,R1O-HW-R1_Aansluiting deel E313 VO,Nieuw,Ja,Obj-05571,U-bak midden afrit Schijnpoort - VERVALLEN,Nee
MDL-0417,OWRB-02655-LAN-BMO-W66-000001,R1O-HW-R1_Aansluiting deel E313 VO,Nieuw,Ja,Obj-06232,U-bak noord afrit Schijnpoort - VERVALLEN,Nee
MDL-0417,OWRB-02655-LAN-BMO-W66-000001,R1O-HW-R1_Aansluiting deel E313 VO,Nieuw,Ja,Obj-06233,U-bak zuid afrit Schijnpoort VERVALLEN,Nee
MDL-0416,OWRB-01378-LAN-DMO-W66-000001,R1O-HW-R1_Open polder Zuid VO,Nieuw,Ja,Obj-02687,Lozingspunt 15  - Groot Schijn (voor tijdelijke R1 Oost),Ja
MDL-0416,OWRB-01378-LAN-DMO-W66-000001,R1O-HW-R1_Open polder Zuid VO,Nieuw,Ja,Obj-04330,Open polder tussen viaduct verbindingsweg en einde polder (Zuid),Ja
MDL-0416,OWRB-01378-LAN-DMO-W66-000001,R1O-HW-R1_Open polder Zuid VO,Nieuw,Ja,Obj-02693,Vloeistofkelder Hof ter Lo (OHtL),Ja
MDL-0416,OWRB-01378-LAN-DMO-W66-000001,R1O-HW-R1_Open polder Zuid VO,Nieuw,Ja,Obj-04984,Vloeistofkelder Kap Hof ter Lo (KHtL),Ja
MDL-0416,OWRB-01378-LAN-DMO-W66-000001,R1O-HW-R1_Open polder Zuid VO,Nieuw,Ja,Obj-05101,Vluchtvoorzieningen gesloten deel aansluiting R1 naar E313 (MWQ1),Ja
MDL-0415,OWRB-03760-LAN-DMO-W66-000002,R1O-HW-R1_Overkapping Hof ter Loo VO,Nieuw,Ja,Obj-05076,-,Nee
MDL-0415,OWRB-03760-LAN-DMO-W66-000002,R1O-HW-R1_Overkapping Hof ter Loo VO,Nieuw,Ja,Obj-03760,Overkapping Hof ter Loo,Ja
MDL-0415,OWRB-03760-LAN-DMO-W66-000002,R1O-HW-R1_Overkapping Hof ter Loo VO,Nieuw,Ja,Obj-04331,Verdiepte ligging Antwerpen Oost,Ja
MDL-0415,OWRB-03760-LAN-DMO-W66-000002,R1O-HW-R1_Overkapping Hof ter Loo VO,Nieuw,Ja,Obj-05102,Vluchtvoorzieningen verdiepte ligging 14_T31 Middenberm MWE1/MWF1 overkapping hof ter Loo,Ja
MDL-0415,OWRB-03760-LAN-DMO-W66-000002,R1O-HW-R1_Overkapping Hof ter Loo VO,Nieuw,Ja,Obj-05098,Vluchtvoorzieningen verdiepte ligging 15_T29 Zijberm MWF1 Antwerpen oost kruising,Ja
MDL-0414,OWRB-03760-LAN-BMO-W66-000002,R1O-HW-R1_Overkapping Hof ter Loo VO,Nieuw,Ja,Obj-06284,Dak Hof ter Loo,Ja
MDL-0414,OWRB-03760-LAN-BMO-W66-000002,R1O-HW-R1_Overkapping Hof ter Loo VO,Nieuw,Ja,Obj-05955,Grondkerende constructie tussen MWH2 en MWQ1,Ja
MDL-0414,OWRB-03760-LAN-BMO-W66-000002,R1O-HW-R1_Overkapping Hof ter Loo VO,Nieuw,Ja,Obj-05840,Grondkerende constructie westzijde MWH2,Ja
MDL-0414,OWRB-03760-LAN-BMO-W66-000002,R1O-HW-R1_Overkapping Hof ter Loo VO,Nieuw,Ja,Obj-06280,Milieuscherm op Zuidzijde Kap hof ter Loo,Ja
MDL-0414,OWRB-03760-LAN-BMO-W66-000002,R1O-HW-R1_Overkapping Hof ter Loo VO,Nieuw,Ja,Obj-06279,Milieuschermen Knoop Antwerpen-Oost,Ja
MDL-0414,OWRB-03760-LAN-BMO-W66-000002,R1O-HW-R1_Overkapping Hof ter Loo VO,Nieuw,Ja,Obj-03760,Overkapping Hof ter Loo,Ja
MDL-0414,OWRB-03760-LAN-BMO-W66-000002,R1O-HW-R1_Overkapping Hof ter Loo VO,Nieuw,Ja,Obj-06245,Polderwand dwars verdiepte ligging Antwerpen Oost (vervallen is dubbel Obj-06776),Nee
MDL-0414,OWRB-03760-LAN-BMO-W66-000002,R1O-HW-R1_Overkapping Hof ter Loo VO,Nieuw,Ja,Obj-05077,Scherm 15_T   MWF1 Antwerpen Oost kruising 5.5,Ja
MDL-0414,OWRB-03760-LAN-BMO-W66-000002,R1O-HW-R1_Overkapping Hof ter Loo VO,Nieuw,Ja,Obj-04331,Verdiepte ligging Antwerpen Oost,Ja
MDL-0414,OWRB-03760-LAN-BMO-W66-000002,R1O-HW-R1_Overkapping Hof ter Loo VO,Nieuw,Ja,Obj-05102,Vluchtvoorzieningen verdiepte ligging 14_T31 Middenberm MWE1/MWF1 overkapping hof ter Loo,Ja
MDL-0414,OWRB-03760-LAN-BMO-W66-000002,R1O-HW-R1_Overkapping Hof ter Loo VO,Nieuw,Ja,Obj-05098,Vluchtvoorzieningen verdiepte ligging 15_T29 Zijberm MWF1 Antwerpen oost kruising,Ja
MDL-0414,OWRB-03760-LAN-BMO-W66-000002,R1O-HW-R1_Overkapping Hof ter Loo VO,Nieuw,Ja,Obj-06243,Wand Oost knoop Antwerpen Oost (4500),Ja
MDL-0414,OWRB-03760-LAN-BMO-W66-000002,R1O-HW-R1_Overkapping Hof ter Loo VO,Nieuw,Ja,Obj-06242,Wand West knoop Antwerpen Oost,Ja
MDL-0412,OWRB-02526-LAN-BMO-W59-000003,004-WEG-R1S-GWE1,Nieuw,Ja,Obj-05937,MWE1 – HRB Knooppunt Antwerpen Noord - Knooppunt Antwerpen Oost t.p.v. verdiepte ligging Schijnpoort,Ja
MDL-0412,OWRB-02526-LAN-BMO-W59-000003,004-WEG-R1S-GWE1,Nieuw,Ja,Obj-05958,MWE1 – Verbindingsweg Tracé R1NO - Tracé R1Zuid t.p.v. knoop Antwerpen Oost,Ja
MDL-0412,OWRB-02526-LAN-BMO-W59-000003,004-WEG-R1S-GWE1,Nieuw,Ja,Obj-05932,MWE1 – Verbindingsweg Tracé R1NO - Tracé R1Zuid t.p.v. verdiepte ligging Antwerpen Oost,Ja
MDL-0412,OWRB-02526-LAN-BMO-W59-000003,004-WEG-R1S-GWE1,Nieuw,Ja,Obj-05941,MWE1 – Verbindingsweg Tracé R1NO - Tracé R1Zuid t.p.v. verdiepte ligging Schijnpoort,Ja
MDL-0411,OWRB-02526-LAN-DMO-W59-000003,004-WEG-R1S-GWE1,Nieuw,Ja,Obj-05937,MWE1 – HRB Knooppunt Antwerpen Noord - Knooppunt Antwerpen Oost t.p.v. verdiepte ligging Schijnpoort,Ja
MDL-0411,OWRB-02526-LAN-DMO-W59-000003,004-WEG-R1S-GWE1,Nieuw,Ja,Obj-05958,MWE1 – Verbindingsweg Tracé R1NO - Tracé R1Zuid t.p.v. knoop Antwerpen Oost,Ja
MDL-0411,OWRB-02526-LAN-DMO-W59-000003,004-WEG-R1S-GWE1,Nieuw,Ja,Obj-05932,MWE1 – Verbindingsweg Tracé R1NO - Tracé R1Zuid t.p.v. verdiepte ligging Antwerpen Oost,Ja
MDL-0411,OWRB-02526-LAN-DMO-W59-000003,004-WEG-R1S-GWE1,Nieuw,Ja,Obj-05941,MWE1 – Verbindingsweg Tracé R1NO - Tracé R1Zuid t.p.v. verdiepte ligging Schijnpoort,Ja
MDL-0410,OWRB-01661-LAN-BMO-W59-000001,004-WEG-R1S-GW41,Nieuw,Ja,Obj-06237,MW41 - Verbindingsweg Tracé A13 - Tracé R1NO t.p.v. knoop Antwerpen Oost,Ja
MDL-0409,OWRB-01661-LAN-DMO-W59-000001,004-WEG-R1S-GW41,Nieuw,Ja,Obj-06237,MW41 - Verbindingsweg Tracé A13 - Tracé R1NO t.p.v. knoop Antwerpen Oost,Ja
MDL-0408,OWRB-02527-LAN-BMO-W59-000002,003-WEG-R1S-GWF1,Nieuw,Ja,Obj-05917,MWF1 – HRB Knooppunt Antwerpen Oost - Knooppunt Antwerpen Noord t.p.v. Schijnpoorttunnel,Ja
MDL-0408,OWRB-02527-LAN-BMO-W59-000002,003-WEG-R1S-GWF1,Nieuw,Ja,Obj-05908,MWF1 – HRB Knooppunt Antwerpen Oost - Knooppunt Antwerpen Noord t.p.v. verdiepte ligging Lobroek,Ja
MDL-0408,OWRB-02527-LAN-BMO-W59-000002,003-WEG-R1S-GWF1,Nieuw,Ja,Obj-05942,MWF1 – HRB Knooppunt Antwerpen Oost - Knooppunt Antwerpen Noord t.p.v. verdiepte ligging Schijnpoort,Ja
MDL-0408,OWRB-02527-LAN-BMO-W59-000002,003-WEG-R1S-GWF1,Nieuw,Ja,Obj-05943,MWF1 - Verbindingsweg Tracé R1NO - Trace A1 t.p.v. verdiepte ligging Lobroek,Ja
MDL-0407,OWRB-02527-LAN-DMO-W59-000002,003-WEG-R1S-GWF1,Nieuw,Ja,Obj-05917,MWF1 – HRB Knooppunt Antwerpen Oost - Knooppunt Antwerpen Noord t.p.v. Schijnpoorttunnel,Ja
MDL-0407,OWRB-02527-LAN-DMO-W59-000002,003-WEG-R1S-GWF1,Nieuw,Ja,Obj-05908,MWF1 – HRB Knooppunt Antwerpen Oost - Knooppunt Antwerpen Noord t.p.v. verdiepte ligging Lobroek,Ja
MDL-0407,OWRB-02527-LAN-DMO-W59-000002,003-WEG-R1S-GWF1,Nieuw,Ja,Obj-05942,MWF1 – HRB Knooppunt Antwerpen Oost - Knooppunt Antwerpen Noord t.p.v. verdiepte ligging Schijnpoort,Ja
MDL-0407,OWRB-02527-LAN-DMO-W59-000002,003-WEG-R1S-GWF1,Nieuw,Ja,Obj-05943,MWF1 - Verbindingsweg Tracé R1NO - Trace A1 t.p.v. verdiepte ligging Lobroek,Ja
MDL-0406,OWRB-02526-LAN-BMO-W59-000002,003-WEG-R1S-GWE1,Nieuw,Ja,Obj-05916,MWE1 – HRB Knooppunt Antwerpen Noord - Knooppunt Antwerpen Oost t.p.v. Schijnpoorttunnel,Ja
MDL-0406,OWRB-02526-LAN-BMO-W59-000002,003-WEG-R1S-GWE1,Nieuw,Ja,Obj-05907,MWE1 – HRB Knooppunt Antwerpen Noord - Knooppunt Antwerpen Oost t.p.v. verdiepte ligging Lobroek,Ja
MDL-0406,OWRB-02526-LAN-BMO-W59-000002,003-WEG-R1S-GWE1,Nieuw,Ja,Obj-05937,MWE1 – HRB Knooppunt Antwerpen Noord - Knooppunt Antwerpen Oost t.p.v. verdiepte ligging Schijnpoort,Ja
MDL-0406,OWRB-02526-LAN-BMO-W59-000002,003-WEG-R1S-GWE1,Nieuw,Ja,Obj-05935,MWE1 - Verbindingsweg Tracé A1 - Trace R1NO t.p.v. verdiepte ligging Lobroek,Ja
MDL-0405,OWRB-02526-LAN-DMO-W59-000002,003-WEG-R1S-GWE1,Nieuw,Ja,Obj-05916,MWE1 – HRB Knooppunt Antwerpen Noord - Knooppunt Antwerpen Oost t.p.v. Schijnpoorttunnel,Ja
MDL-0405,OWRB-02526-LAN-DMO-W59-000002,003-WEG-R1S-GWE1,Nieuw,Ja,Obj-05907,MWE1 – HRB Knooppunt Antwerpen Noord - Knooppunt Antwerpen Oost t.p.v. verdiepte ligging Lobroek,Ja
MDL-0405,OWRB-02526-LAN-DMO-W59-000002,003-WEG-R1S-GWE1,Nieuw,Ja,Obj-05937,MWE1 – HRB Knooppunt Antwerpen Noord - Knooppunt Antwerpen Oost t.p.v. verdiepte ligging Schijnpoort,Ja
MDL-0405,OWRB-02526-LAN-DMO-W59-000002,003-WEG-R1S-GWE1,Nieuw,Ja,Obj-05935,MWE1 - Verbindingsweg Tracé A1 - Trace R1NO t.p.v. verdiepte ligging Lobroek,Ja
MDL-0404,OWRB-03530-LAN-DMO-W59-000001,R1O-WEG-OT-Schijnpoortweg VO_TramLaan-C3D,Nieuw,Ja,Obj-03530,Tramspoor omgeving Schijnpoortweg,Ja
MDL-0382,OWRB-02524-LAN-BMO-W59-000003,002-WEG-TOKA-GWC1,Nieuw,Ja,Obj-05976,MWC1 - verbindingsweg R1NW - R1NO t.p.v. OKA,Ja
MDL-0382,OWRB-02524-LAN-BMO-W59-000003,002-WEG-TOKA-GWC1,Nieuw,Ja,Obj-05910,MWC1 - Verbindingsweg Tracé R1NW - Trace R1NO t.p.v. verdiepte ligging Lobroek,Ja
MDL-0381,OWRB-02524-LAN-DMO-W59-000003,002-WEG-TOKA-GWC1,Nieuw,Ja,Obj-05976,MWC1 - verbindingsweg R1NW - R1NO t.p.v. OKA,Ja
MDL-0381,OWRB-02524-LAN-DMO-W59-000003,002-WEG-TOKA-GWC1,Nieuw,Ja,Obj-05910,MWC1 - Verbindingsweg Tracé R1NW - Trace R1NO t.p.v. verdiepte ligging Lobroek,Ja
MDL-0380,OWRB-02523-LAN-BMO-W59-000003,002-WEG-TOKA-GWB1,Nieuw,Ja,Obj-05975,MWB1 - verbindingsweg R1NO - R1NW t.p.v. OKA,Ja
MDL-0380,OWRB-02523-LAN-BMO-W59-000003,002-WEG-TOKA-GWB1,Nieuw,Ja,Obj-05909,MWB1 - Verbindingsweg Tracé R1NO - Trace R1NW t.p.v. verdiepte ligging Lobroek,Ja
MDL-0379,OWRB-02523-LAN-DMO-W59-000003,002-WEG-TOKA-GWB1,Nieuw,Ja,Obj-05975,MWB1 - verbindingsweg R1NO - R1NW t.p.v. OKA,Ja
MDL-0379,OWRB-02523-LAN-DMO-W59-000003,002-WEG-TOKA-GWB1,Nieuw,Ja,Obj-05909,MWB1 - Verbindingsweg Tracé R1NO - Trace R1NW t.p.v. verdiepte ligging Lobroek,Ja
MDL-0345,OWRB-01391-LAN-BMO-W66-000001,R1O-HW-OT- viaduct verbindingsweg VO,Nieuw,Ja,Obj-06219,Constructiewand langsviaduct Oostzijde,Ja
MDL-0345,OWRB-01391-LAN-BMO-W66-000001,R1O-HW-OT- viaduct verbindingsweg VO,Nieuw,Ja,Obj-06220,Constructiewand langsviaduct Westzijde,Ja
MDL-0345,OWRB-01391-LAN-BMO-W66-000001,R1O-HW-OT- viaduct verbindingsweg VO,Nieuw,Ja,Obj-01391,Dwars Viaduct Verbindingsweg over de verdiepte R1,Ja
MDL-0345,OWRB-01391-LAN-BMO-W66-000001,R1O-HW-OT- viaduct verbindingsweg VO,Nieuw,Ja,Obj-06208,Grondkerende constructie tussen MWG1 en MWF1,Ja
MDL-0345,OWRB-01391-LAN-BMO-W66-000001,R1O-HW-OT- viaduct verbindingsweg VO,Nieuw,Ja,Obj-03759,Onderdoorgang Verbindingsweg,Nee
MDL-0345,OWRB-01391-LAN-BMO-W66-000001,R1O-HW-OT- viaduct verbindingsweg VO,Nieuw,Ja,Obj-06262,Ontlastplaat Aquafin collector Merksem,Ja
MDL-0345,OWRB-01391-LAN-BMO-W66-000001,R1O-HW-OT- viaduct verbindingsweg VO,Nieuw,Ja,Obj-04329,Open polder tussen gesloten deel Schijnpoorttunnel en viaduct verbindingsweg (Zuid),Ja
MDL-0345,OWRB-01391-LAN-BMO-W66-000001,R1O-HW-OT- viaduct verbindingsweg VO,Nieuw,Ja,Obj-06082,Polderwand Oost - verdiepte ligging Schijnpoort (4300),Ja
MDL-0345,OWRB-01391-LAN-BMO-W66-000001,R1O-HW-OT- viaduct verbindingsweg VO,Nieuw,Ja,Obj-06227,Polderwand west - verdiepte ligging Schijnpoort (deel bestaand op te breken),Ja
MDL-0345,OWRB-01391-LAN-BMO-W66-000001,R1O-HW-OT- viaduct verbindingsweg VO,Nieuw,Ja,Obj-06228,Polderwand west - verdiepte ligging Schijnpoorttunnel (deel nieuw te bouwen),Ja
MDL-0345,OWRB-01391-LAN-BMO-W66-000001,R1O-HW-OT- viaduct verbindingsweg VO,Nieuw,Ja,Obj-05103,Vluchtvoorzieningen verdiepte ligging 14_T33 Middenberm MWE1/MWF1 verbindingsweg,Ja
MDL-0344,OWRB-01369-LAN-BMO-W66-000002,R1O-HW-R1_Schijnpoorttunnel VO ASC Schijnpoort,Nieuw,Ja,Obj-06273,Compartimengeringswand Schijnpoort Tunnelconstructie Zuidzijde,Ja
MDL-0344,OWRB-01369-LAN-BMO-W66-000002,R1O-HW-R1_Schijnpoorttunnel VO ASC Schijnpoort,Nieuw,Ja,Obj-06274,Compartimenteringswand Schijnpoort Tunnelconstructie Midden (OUM),Ja
MDL-0344,OWRB-01369-LAN-BMO-W66-000002,R1O-HW-R1_Schijnpoorttunnel VO ASC Schijnpoort,Nieuw,Ja,Obj-06272,Compartimenteringswand Schijnpoort tunnelconstructie Noordzijde,Ja
MDL-0344,OWRB-01369-LAN-BMO-W66-000002,R1O-HW-R1_Schijnpoorttunnel VO ASC Schijnpoort,Nieuw,Ja,Obj-06268,Diepwand Oost Schijnpoort tunnelconstructie Midden-Noord,Ja
MDL-0344,OWRB-01369-LAN-BMO-W66-000002,R1O-HW-R1_Schijnpoorttunnel VO ASC Schijnpoort,Nieuw,Ja,Obj-06269,Diepwand West Schijnpoort tunnelconstructie Midden-Zuid,Ja
MDL-0344,OWRB-01369-LAN-BMO-W66-000002,R1O-HW-R1_Schijnpoorttunnel VO ASC Schijnpoort,Nieuw,Ja,Obj-06288,Fundering Schijnpoort Tunnelconstructie Midden --vervallen --,Nee
MDL-0344,OWRB-01369-LAN-BMO-W66-000002,R1O-HW-R1_Schijnpoorttunnel VO ASC Schijnpoort,Nieuw,Ja,Obj-06287,Gesloten deel Schijnpoort Midden,Ja
MDL-0344,OWRB-01369-LAN-BMO-W66-000002,R1O-HW-R1_Schijnpoorttunnel VO ASC Schijnpoort,Nieuw,Ja,Obj-06285,Gesloten deel Schijnpoort Tunnelconstructie Noord,Ja
MDL-0344,OWRB-01369-LAN-BMO-W66-000002,R1O-HW-R1_Schijnpoorttunnel VO ASC Schijnpoort,Nieuw,Ja,Obj-06286,Gesloten deel Schijnpoort Tunnelconstructie Zuid,Ja
MDL-0344,OWRB-01369-LAN-BMO-W66-000002,R1O-HW-R1_Schijnpoorttunnel VO ASC Schijnpoort,Nieuw,Ja,Obj-04329,Open polder tussen gesloten deel Schijnpoorttunnel en viaduct verbindingsweg (Zuid),Ja
MDL-0344,OWRB-01369-LAN-BMO-W66-000002,R1O-HW-R1_Schijnpoorttunnel VO ASC Schijnpoort,Nieuw,Ja,Obj-05918,Polderconstructie Schijnpoort Noord,Ja
MDL-0344,OWRB-01369-LAN-BMO-W66-000002,R1O-HW-R1_Schijnpoorttunnel VO ASC Schijnpoort,Nieuw,Ja,Obj-06234,Polderconstructie Schijnpoort Zuid,Ja
MDL-0344,OWRB-01369-LAN-BMO-W66-000002,R1O-HW-R1_Schijnpoorttunnel VO ASC Schijnpoort,Nieuw,Ja,Obj-06082,Polderwand Oost - verdiepte ligging Schijnpoort (4300),Ja
MDL-0344,OWRB-01369-LAN-BMO-W66-000002,R1O-HW-R1_Schijnpoorttunnel VO ASC Schijnpoort,Nieuw,Ja,Obj-05919,Polderwand Oost Schijnpoort tunnelconstructie noord,Ja
MDL-0344,OWRB-01369-LAN-BMO-W66-000002,R1O-HW-R1_Schijnpoorttunnel VO ASC Schijnpoort,Nieuw,Ja,Obj-06270,Polderwand Oost Schijnpoort Tunnelconstructie zuid,Ja
MDL-0344,OWRB-01369-LAN-BMO-W66-000002,R1O-HW-R1_Schijnpoorttunnel VO ASC Schijnpoort,Nieuw,Ja,Obj-06228,Polderwand west - verdiepte ligging Schijnpoorttunnel (deel nieuw te bouwen),Ja
MDL-0344,OWRB-01369-LAN-BMO-W66-000002,R1O-HW-R1_Schijnpoorttunnel VO ASC Schijnpoort,Nieuw,Ja,Obj-05920,Polderwand West Schijnpoort tunnelconstructie Noord,Ja
MDL-0344,OWRB-01369-LAN-BMO-W66-000002,R1O-HW-R1_Schijnpoorttunnel VO ASC Schijnpoort,Nieuw,Ja,Obj-06271,Polderwand West Schijnpoort Tunnelconstructie Zuid,Ja
MDL-0344,OWRB-01369-LAN-BMO-W66-000002,R1O-HW-R1_Schijnpoorttunnel VO ASC Schijnpoort,Nieuw,Ja,Obj-05070,scherm 12_T   MWE1 Lobroek polder 6,Ja
MDL-0344,OWRB-01369-LAN-BMO-W66-000002,R1O-HW-R1_Schijnpoorttunnel VO ASC Schijnpoort,Nieuw,Ja,Obj-05071,scherm 12_T   MWF1 Lobroek polder 6,Ja
MDL-0344,OWRB-01369-LAN-BMO-W66-000002,R1O-HW-R1_Schijnpoorttunnel VO ASC Schijnpoort,Nieuw,Ja,Obj-05922,Tijdelijke Polderconstructie Schijnpoort Midden-Noord,Ja
MDL-0344,OWRB-01369-LAN-BMO-W66-000002,R1O-HW-R1_Schijnpoorttunnel VO ASC Schijnpoort,Nieuw,Ja,Obj-04042,Tunnelconstructie Schijnpoort,Ja
MDL-0344,OWRB-01369-LAN-BMO-W66-000002,R1O-HW-R1_Schijnpoorttunnel VO ASC Schijnpoort,Nieuw,Ja,Obj-05104,Vluchtvoorzieningen verdiepte ligging 14_T35 Zijberm MWE1 Schijnpoortknoop,Ja
MDL-0344,OWRB-01369-LAN-BMO-W66-000002,R1O-HW-R1_Schijnpoorttunnel VO ASC Schijnpoort,Nieuw,Ja,Obj-05105,Vluchtvoorzieningen verdiepte ligging 14_T35 Zijberm MWF1 Schijnpoortknoop,Ja
MDL-0343,OWRB-01378-LAN-BMO-W66-000001,R1O-HW-R1_Open polder Zuid VO,Nieuw,Ja,Obj-01378,Gesloten deel aansluiting van R1 naar E313 (MWQ1),Ja
MDL-0343,OWRB-01378-LAN-BMO-W66-000001,R1O-HW-R1_Open polder Zuid VO,Nieuw,Ja,Obj-05950,Grondkerende combiwand tussen MWE1 en MWF1,Ja
MDL-0343,OWRB-01378-LAN-BMO-W66-000001,R1O-HW-R1_Open polder Zuid VO,Nieuw,Ja,Obj-05953,Grondkerende combiwand tussen MWQ1 en MWH1,Ja
MDL-0343,OWRB-01378-LAN-BMO-W66-000001,R1O-HW-R1_Open polder Zuid VO,Nieuw,Ja,Obj-05951,Grondkerende constructie tussen MWF1-MWJ1,Ja
MDL-0343,OWRB-01378-LAN-BMO-W66-000001,R1O-HW-R1_Open polder Zuid VO,Nieuw,Ja,Obj-05952,Grondkerende damwand tussen MWH2 en MWQ1,Ja
MDL-0343,OWRB-01378-LAN-BMO-W66-000001,R1O-HW-R1_Open polder Zuid VO,Nieuw,Ja,Obj-05954,Grondkerende wand tussen MWH1 en MWE1,Ja
MDL-0343,OWRB-01378-LAN-BMO-W66-000001,R1O-HW-R1_Open polder Zuid VO,Nieuw,Ja,Obj-02687,Lozingspunt 15  - Groot Schijn (voor tijdelijke R1 Oost),Ja
MDL-0343,OWRB-01378-LAN-BMO-W66-000001,R1O-HW-R1_Open polder Zuid VO,Nieuw,Ja,Obj-06291,Open deel aansluiting van R1 naar E313 (MWQ1),Ja
